name,animaltype,breed,colour,sex,suburb,AgeYears
FRENI ,DOG ,ROTTWEILER ,BLACK/TAN ,F,BANNOCKBURN,
JED ,DOG ,LABRADOR ,CHOCOLATE ,M,BANNOCKBURN,
ROSIE ,DOG ,FOX TERRIER ,BLACK/WHITE ,F,BANNOCKBURN,
DAISY ,CAT ,DOMESTIC LONG HAIR ,TABBY ,F,BANNOCKBURN,
MISSY ,CAT ,DOMESTIC SHORT HAIR ,TORTOISE/WHITE ,F,BANNOCKBURN,
TIMISHI ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,F,BANNOCKBURN,
HARRY ,DOG ,MALTESE ,WHITE ,M,BANNOCKBURN,
RUBY ,DOG ,MALTESE TERRIER X ,WHITE ,F,BANNOCKBURN,
BUNNY ,DOG ,JACK RUSSELL TERRIER ,WHITE/BROWN ,F,BANNOCKBURN,
TARA ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,BANNOCKBURN,
PENNY ,CAT ,DOMESTIC LONG HAIR ,GREY & WHITE ,F,BANNOCKBURN,
CHILLIE ,DOG ,LABRADOR ,BLACK ,M,BANNOCKBURN,
TAHLIA ,DOG ,JACK RUSSELL TERRIER ,TAN & WHITE ,M,GHERINGHAP,
KENJI ,CAT ,RAG DOLL CAT ,BLUE ,M,GHERINGHAP,
DEBBIE ,DOG ,BORDER COLLIE ,BLUE MERLE ,F,GHERINGHAP,
JILL ,DOG ,BORDER COLLIE ,BROWN AND WHITE ,F,GHERINGHAP,
DEBBIE ,DOG ,BORDER COLLIE ,BLUE MERLE ,F,GHERINGHAP,
JILL ,DOG ,BORDER COLLIE ,BROWN AND WHITE ,F,GHERINGHAP,
DEBBIE ,DOG ,BORDER COLLIE ,BLUE MERLE ,F,GHERINGHAP,
JILL ,DOG ,BORDER COLLIE ,BROWN AND WHITE ,F,GHERINGHAP,
DEBBIE ,DOG ,BORDER COLLIE ,BLUE MERLE ,F,GHERINGHAP,
JILL ,DOG ,BORDER COLLIE ,BROWN AND WHITE ,F,GHERINGHAP,
JACK ,DOG ,WIRE HAIRED TERRIER ,WHITE & TAN ,M,GHERINGHAP,
BELLA ,DOG ,TENTERFIELD TERRIER ,LIVER TRICOLOUR ,F,GHERINGHAP,
BEAU ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,BANNOCKBURN,
FERGUS ,DOG ,RETRIEVER ,CHOCOLATE BROWN ,M,BANNOCKBURN,
OSCAR ,DOG ,POODLE X ,APRICOT ,M,BANNOCKBURN,
OLIVER ,CAT ,DOMESTIC SHORT HAIR ,GREY & WHITE ,M,BANNOCKBURN,
SHARI ,DOG ,LABRADOR ,GOLDEN ,F,BANNOCKBURN,
KATIE ,DOG ,MALT./SHIH TZU X ,WHITE/GRAY ,F,BANNOCKBURN,
JESSIE ,DOG ,MALTESE ,WHITE/TAN ,F,BANNOCKBURN,
MILLY ,DOG ,BORDER COLLIE X ,WHITE AND BLACK SPOT ,F,BANNOCKBURN,
MISTY ,CAT ,DOMESTIC LONG HAIR ,TORTISHELL ,F,BANNOCKBURN,
MITTENS ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,F,BANNOCKBURN,
BELLA ,DOG ,ROTTWEILER ,BLACK ,F,BANNOCKBURN,
BRUTUS ,DOG ,FOX TERRIER X ,"BROWN, TAN & GREY ",M,BANNOCKBURN,
BELLA ,DOG ,RETRIEVER ,GOLD & WHITE ,F,BANNOCKBURN,
BUDDY ,DOG ,MALTESE ,WHITE & GREY ,M,BANNOCKBURN,
HARLEY ,DOG ,GERMAN SHEPHERD ,BLACK & BROWN ,M,BANNOCKBURN,
LILLIE ,DOG ,CHIHUAHUA ,BLACK ,F,BANNOCKBURN,
BELLA ,DOG ,BLUE HEELER X ,BLACK GREY ,F,BANNOCKBURN,
BILLY ,DOG ,MALTESE ,WHITE ,M,BANNOCKBURN,
TILLY ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE ,F,BANNOCKBURN,
BEN ,DOG ,BORDER COLLIE ,WHITE/BLACK ,M,BANNOCKBURN,
BAILEY ,DOG ,WHIPPET ,DARK GREY ,M,BANNOCKBURN,
THOMAS ,CAT ,DOMESTIC SHORT HAIR ,BROWN & TABBY ,M,BANNOCKBURN,
RUBY ,DOG ,STAFFORDSHIRE BULL TERRIER X ,RED/WHITE ,F,BANNOCKBURN,
RINGO ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,M,BANNOCKBURN,
JAZZ ,DOG ,STAGHOUND ,TAN ,F,BANNOCKBURN,
BUDDY ,DOG ,DACHSHUND ,BLACK/TAN ,M,BANNOCKBURN,
BONNIE ,DOG ,MALTESE TERRIER X ,SANDY ,F,BANNOCKBURN,
INDI ,DOG ,CAVOODLE ,APRICOT ,F,BANNOCKBURN,
CLEO ,CAT ,DOMESTIC SHORT HAIR ,GREY & BLUE ,F,BANNOCKBURN,
MINNIE ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,BANNOCKBURN,
DAKOTA ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE/WHITE ,F,BANNOCKBURN,
LILLY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,BANNOCKBURN,
TILDA ,DOG ,MINIATURE FOX TERRIER ,TRICOLOUR ,F,BANNOCKBURN,
GEORGE ,DOG ,ROTTWEILER ,BLACK/TAN ,M,BANNOCKBURN,
DOLLY ,DOG ,STAFFORDSHIRE BULL TERRIER ,TAN ,F,BANNOCKBURN,
SCOTTY ,DOG ,CORGI ,TRI COLOUR ,M,BANNOCKBURN,
WILSON ,DOG ,MALT./SHIH TZU X ,TAN ,M,BANNOCKBURN,
TUX ,DOG ,CHINESE HAIRLESS CRESTED ,BROWN ,M,BANNOCKBURN,
SHELBY-ZU ,DOG ,BULLDOG ,WHITE ,F,BANNOCKBURN,
RYKER ,DOG ,BORDER COLLIE X ,TRI ,M,BANNOCKBURN,
ROSE ,DOG ,WHIPPET ,WHITE AND GREY ,F,BANNOCKBURN,
TIGER ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,BANNOCKBURN,
JACK ,DOG ,JACK RUSSELL TERRIER ,WHITE/TAN ,M,BANNOCKBURN,
JESSIE ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,BANNOCKBURN,
DYSON ,DOG ,LABRADOR ,BLACK ,M,BANNOCKBURN,
JASPER ,CAT ,DOMESTIC SHORT HAIR ,BALCK ,M,BANNOCKBURN,
SCOUT ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE ,F,BANNOCKBURN,
WILLOW ,DOG ,GREAT DANE ,BLACK ,F,BANNOCKBURN,
DODGER ,DOG ,ROTTWEILER ,BLACK/TAN ,M,BANNOCKBURN,
PATRICK ,CAT ,DOMESTIC LONG HAIR ,BLACK ,M,BANNOCKBURN,
MOJO ,DOG ,CAVALIER KING CHARLES SPANIEL ,TAN AND BLACK ,M,BANNOCKBURN,
CHARLIE ,DOG ,CHIHUAHUA X ,BLACK & WHITE ,M,BANNOCKBURN,
TIBBAR JACK ,DOG ,TERRIER CROSS ,TAN/WHITE ,M,BANNOCKBURN,
LAINIE ,DOG ,WEST HIGHLAND TERRIER ,WHITE ,F,BANNOCKBURN,
CHARLIE ,CAT ,TABBY ,TABBY ,F,BANNOCKBURN,
TIFFANY ,DOG ,GREAT DANE ,BLACK WITH WHITE ,F,BANNOCKBURN,
LIONEL ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,BANNOCKBURN,
SNOOP ,DOG ,GERMAN SHEPHERD X ,"BROWN, WHITE,  BLACK ",M,BANNOCKBURN,
YUKI ,DOG ,JAPANESE SPITZ ,WHITE ,M,BANNOCKBURN,
ZIGFRIE ,DOG ,GERMAN SHEPHERD ,WHITE ,M,BANNOCKBURN,
JAZ ,DOG ,LABRADOR ,GOLDEN ,F,BANNOCKBURN,
DELILAH ,DOG ,LABRADOR ,GOLD ,F,BANNOCKBURN,
EVIE ,DOG ,KELPIE ,BLACK AND TAN ,F,BANNOCKBURN,
PUS PUS ,CAT ,DOMESTIC LONG HAIR ,BLACK/WHITE ,F,BANNOCKBURN,
DAVEY ,DOG ,JACK RUSSELL TERRIER ,BROWN & WHITE ,M,BANNOCKBURN,
RATTY ,DOG ,JACK RUSSELL TERRIER ,WHITE AND BROWN ,F,BANNOCKBURN,
STORM ,DOG ,SCHIPPERKE ,BLACK ,M,BANNOCKBURN,
SALLY ,DOG ,SCHIPPERKE ,CREAM ,F,BANNOCKBURN,
TYKE ,DOG ,FOX TERRIER ,TRI ,M,BANNOCKBURN,
MOLLIE ,DOG ,LABRADOR ,YELLOW ,F,BANNOCKBURN,
KIARA ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,BANNOCKBURN,
COCO ,CAT ,DOMESTIC SHORT HAIR ,BLACK/WHITE ,F,BANNOCKBURN,
MOLLY ,DOG ,PUG ,FAWN ,F,BANNOCKBURN,
LILY ,DOG ,POODLE ,BROWN ,F,BANNOCKBURN,
OSCAR ,DOG ,MINIATURE FOX TERRIER X ,WHITE AND TAN ,M,BANNOCKBURN,
RUBY ,DOG ,SHIH TZU ,GREY ,F,BANNOCKBURN,
MAX ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,BANNOCKBURN,
OLLIE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,BANNOCKBURN,
FOXY ,CAT ,DOMESTIC SHORT HAIR ,GREY/WHITE ,M,BANNOCKBURN,
LILO ,DOG ,BORDER COLLIE X ,BLACK AND WHITE ,F,BANNOCKBURN,
ROSIE ,CAT ,MANX ,GREY/WHITE ,F,BANNOCKBURN,
GIBBIE ,DOG ,SCOTTISH TERRIER ,BLACK ,M,BANNOCKBURN,
NESSIE ,DOG ,SCOTTISH TERRIER ,BLACK ,F,BANNOCKBURN,
DEXTER ,DOG ,STAFFORDSHIRE BULL TERRIER X ,WHITE/BRINDLE ,M,BANNOCKBURN,
KITTY ,CAT ,DOMESTIC SHORT HAIR ,BLACK & WHITE & TAN ,F,BANNOCKBURN,
SALLY ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,BANNOCKBURN,
ROSY ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,BANNOCKBURN,
SMOKEY ,CAT ,DOMESTIC SHORT HAIR ,GREY ,M,BANNOCKBURN,
JAZZY ,DOG ,KELPIE X ,BROWN & BLACK ,F,BANNOCKBURN,
SAMMY ,DOG ,SCHNOODLE ,BLACK AND GREY ,M,BANNOCKBURN,
OSCAR ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,BANNOCKBURN,
LAYLA ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,BANNOCKBURN,
JACKO ,CAT ,DOMESTIC SHORT HAIR ,BLACK AND WHITE ,M,BANNOCKBURN,
CINDA ,DOG ,SIBERIAN HUSKY ,BLACK & WHITE ,F,BANNOCKBURN,
HARRY ,CAT ,DOMESTIC SHORT HAIR ,GINGER/WHITE ,M,BANNOCKBURN,
LILY ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,BANNOCKBURN,
ARCHIE ,DOG ,BORDER COLLIE ,CHOCOLATE/WHITE ,M,BANNOCKBURN,
FELIX ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,BANNOCKBURN,
OSCAR ,DOG ,CAVOODLE ,APRICOT ,M,BANNOCKBURN,
BAILEY ,DOG ,FOX TERRIER ,BLACK & WHITE ,M,BANNOCKBURN,
CASSIE ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLUE AND WHITE ,F,BANNOCKBURN,
JACK ,DOG ,LABRADOR X ,BLACK ,M,BANNOCKBURN,
TULLY ,DOG ,KELPIE ,BLACK & TAN ,F,GHERINGHAP,
INDIE ,DOG ,BORDER COLLIE ,BLACK/WHITE ,F,GHERINGHAP,
DOTTI ,DOG ,BORDER COLLIE X ,BLACK/WHITE/TAN ,F,GHERINGHAP,
TOOHEY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,GHERINGHAP,
CLAY ,DOG ,BORDER COLLIE ,TRI COLOR - BLACK ,F,GHERINGHAP,
WILL ,CAT ,DOMESTIC SHORT HAIR ,APRICOT ,M,GHERINGHAP,
BUDDY ,DOG ,LABRADOR ,BLACK ,M,BANNOCKBURN,
MAGGIE ,DOG ,BORDER COLLIE X ,TRI COLOUR ,F,BANNOCKBURN,
CHARLIE ,DOG ,KING CHARLES SPANIEL ,RUBY ,M,BANNOCKBURN,
BELLA ,DOG ,CAVALIER KING CHARLES SPANIEL ,WHITE AND TAN ,F,BANNOCKBURN,
CASH ,DOG ,LABRADOR ,BLACK ,M,BANNOCKBURN,
FREDDY ,DOG ,MINIATURE FOX TERRIER ,BLACK/WHITE ,M,BANNOCKBURN,
MOLLY ,DOG ,LABRADOR X ,BLACK/WHITE ,F,BANNOCKBURN,
DAISY ,DOG ,POMERANIAN ,WHITE ,F,BANNOCKBURN,
HORACE ,DOG ,GREYHOUND ,FAWN ,M,BANNOCKBURN,
WHISKI ,CAT ,DOMESTIC SHORT HAIR ,WHITE ,F,BANNOCKBURN,
MILLIE ,DOG ,LABRADOR ,BLACK ,F,BANNOCKBURN,
ELMO ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,BANNOCKBURN,
JASPER ,DOG ,CAVALIER KING CHARLES SPANIEL ,BROWN AND WHITE ,M,BANNOCKBURN,
JESTER ,DOG ,JACK RUSSELL TERRIER ,WHITE BROWN ,F,BANNOCKBURN,
NABOO ,CAT ,DOMESTIC LONG HAIR ,BLACK AND WHITE ,M,BANNOCKBURN,
KYLA ,DOG ,Finnish Spitz ,CREAM ,F,BANNOCKBURN,
PHOENIX ,DOG ,Finnish Spitz ,BLACK/WHITE/GREY ,M,BANNOCKBURN,
MORTISHA ,CAT ,DEVON REX ,TORTISHELL ,F,BANNOCKBURN,
UNCLE FESTA ,CAT ,DEVON REX ,BROWN ,M,BANNOCKBURN,
IZZY-BELL ,DOG ,CHIHUAHUA ,FAWN ,F,BANNOCKBURN,
MAYZEE ,DOG ,CHINESE HAIRLESS CRESTED ,BLACK ,F,BANNOCKBURN,
OPAL ,DOG ,MALT./SHIH TZU X ,BONE/BROWN/WHITE ,F,BANNOCKBURN,
FAT ALBERT ,CAT ,BRITISH BLUE ,SEAL POINT ,M,BANNOCKBURN,
OSCAR ,DOG ,SCHNAUZER ,SALT/PEPPER ,M,BANNOCKBURN,
SNOOPY ,DOG ,BORDER COLLIE ,BLACK AND WHITE AND TAN ,M,BANNOCKBURN,
WOL ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,BANNOCKBURN,
BEAUTY ,DOG ,GERMAN SHEPHERD ,BLACK AND TAN ,F,BANNOCKBURN,
POKEY ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK AND WHITE ,M,BANNOCKBURN,
MISKY ,CAT ,DOMESTIC LONG HAIR ,TORTOISESHELL ,F,BANNOCKBURN,
MUSHKO ,DOG ,TERRIER ,WHITE/TAN ,M,BANNOCKBURN,
GARY ,CAT ,EXOTIC ,BLACK & WHITE ,M,BANNOCKBURN,
SADIE ,DOG ,FOX TERRIER X ,BLACK/WHITE ,F,BANNOCKBURN,
BOB ,DOG ,KELPIE X ,BLACK/WHITE ,M,BANNOCKBURN,
JUNDY ,DOG ,BORDER COLLIE X ,BLACK/WHITE ,M,BANNOCKBURN,
TOBY ,DOG ,GREAT DANE X ,BRINDLE ,M,BANNOCKBURN,
SKY ,DOG ,SIBERIAN HUSKY ,SILVER/WHITE ,F,BANNOCKBURN,
JEANNIE ,DOG ,TOY POODLE ,RED ,F,BANNOCKBURN,
FI-FI ,DOG ,TOY POODLE ,APRICOT ,F,BANNOCKBURN,
BRONTE ,DOG ,GERMAN SHORTHAIRED POINTER ,BROWN ,F,BANNOCKBURN,
BINDI ,DOG ,KELPIE ,BLACK ,F,BANNOCKBURN,
FRANKIE ,DOG ,WHIPPET ,BRINDLE ,F,BANNOCKBURN,
BUDDY ,DOG ,BLUE HEELER ,GREY WITH RED ,M,BANNOCKBURN,
RUBY ,DOG ,BORDER COLLIE ,RED/WHITE ,F,BANNOCKBURN,
JACK ,CAT ,SIAMESE ,SEAL POINT ,M,BANNOCKBURN,
DEXTER ,CAT ,DOMESTIC LONG HAIR ,GREY BLACK AND WHITE ,M,BANNOCKBURN,
BOOF ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK/BRINDLE ,M,BANNOCKBURN,
TAI ,DOG ,CAIRN TERRIER ,BRINDLE ,M,BANNOCKBURN,
MAX ,DOG ,STAGHOUND ,FAWN/WHITE ,M,BANNOCKBURN,
BILLIE ,DOG ,LABRADOR X ,BLACK ,F,BANNOCKBURN,
MILO ,DOG ,LABRADOR ,CHOCOLATE ,F,BANNOCKBURN,
JENSON ,DOG ,Labradoodle ,RED ,M,BANNOCKBURN,
JACKIE ,DOG ,JACK RUSSELL TERRIER ,TRI ,F,BANNOCKBURN,
MARLON ,DOG ,KELPIE X ,BROWN/RED ,M,BANNOCKBURN,
REX ,DOG ,HEELER X ,DARK BRINDLE ,M,BANNOCKBURN,
PRINCESS ,DOG ,HEELER X ,BRINDLER ,F,BANNOCKBURN,
ELLIE ,DOG ,KELPIE ,BLACK & WHITE ,F,BANNOCKBURN,
IZZY ,DOG ,KELPIE X ,BLACK TAN WHITE ,F,BANNOCKBURN,
RANI ,CAT ,BURMESE ,BROWN ,F,BANNOCKBURN,
TANGO ,DOG ,MALT./SHIH TZU X ,FAWN ,M,BANNOCKBURN,
CASH ,DOG ,MALT./SHIH TZU X ,FAWN ,M,BANNOCKBURN,
SHARI ,DOG ,BORDER COLLIE ,BLACK & WHITE ,F,BANNOCKBURN,
NASH ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,BANNOCKBURN,
OZZIE ,CAT ,DOMESTIC SHORT HAIR ,GINGER ,M,BANNOCKBURN,
MAVERICK ,DOG ,KELPIE ,BROWN ,M,BANNOCKBURN,
FERGIE1 ,DOG ,LABRADOR ,GOLD ,F,BANNOCKBURN,
MISSY ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,F,BANNOCKBURN,
BONNIE ,DOG ,POMERANIAN X ,TAN AND WHITE ,F,BANNOCKBURN,
PEPPER ,DOG ,KELPIE ,BROWN ,F,BANNOCKBURN,
BAXTER ,DOG ,KELPIE ,BROWN ,M,BANNOCKBURN,
AMBER ,DOG ,LABRADOR ,GOLDEN ,F,BANNOCKBURN,
CHERRY ,DOG ,LABRADOR ,BLACK ,F,BANNOCKBURN,
BARBIE ,DOG ,KELPIE ,RED ,F,GHERINGHAP,
GUS ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,GHERINGHAP,
MERLIN ,CAT ,DOMESTIC SHORT HAIR ,GREY ,M,GHERINGHAP,
CHOOK ,DOG ,KELPIE ,BLACK AND TAN ,M,INVERLEIGH,
RAZ ,DOG ,BRITTANY SPANIEL ,ORANGE/WHITE ,M,MURGHEBOLUC,
JAKE ,DOG ,BORDER COLLIE ,BLACK & WHITE ,M,MURGHEBOLUC,
PIPER ,DOG ,CATTLE DOG ,WHITE AND BLACK ,F,MURGHEBOLUC,
BELLA ,DOG ,STAFFORDSHIRE BULL TERRIER ,BRINDLE/BROWN ,F,BANNOCKBURN,
ROCKO ,DOG ,GERMAN SHEPHERD ,BLACK/TAN ,M,BANNOCKBURN,
MACK ,DOG ,STAFFORDSHIRE BULL TERRIER ,TAN & WHITE ,M,BANNOCKBURN,
MOLY ,DOG ,JACK RUSSELL TERRIER ,TRI COLOUR ,F,INVERLEIGH,
MAGGIE ,DOG ,JACK RUSSELL TERRIER ,TAN/WHITE ,F,INVERLEIGH,
TIM ,DOG ,KELPIE ,BROWN ,M,INVERLEIGH,
LULU ,DOG ,ENGLISH STAFFY ,BLACK ,F,INVERLEIGH,
MALTEY ,DOG ,STAFFORDSHIRE BULL TERRIER ,FAWN AND WHITE ,F,INVERLEIGH,
OWEN ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,INVERLEIGH,
ORBIE ,CAT ,DOMESTIC SHORT HAIR ,GREY ,M,INVERLEIGH,
CHELSEA ,DOG ,CAVALIER KING CHARLES SPANIEL ,BLACK/TAN ,F,INVERLEIGH,
ANGUS ,DOG ,KING CHARLES SPANIEL ,TAN & WHITE ,M,INVERLEIGH,
EMO ,CAT ,DOMESTIC SHORT HAIR ,WHITE/BLACK ,M,INVERLEIGH,
DERRICK ,CAT ,DOMESTIC SHORT HAIR ,TABBY ,M,INVERLEIGH,
ESMAE ,CAT ,DOMESTIC LONG HAIR ,TABBY ,F,INVERLEIGH,
STORM ,DOG ,GREAT DANE ,BLACK/WHITE ,F,INVERLEIGH,
ASTRO ,DOG ,GREAT DANE ,WHITE GREY ,M,INVERLEIGH,
CODY ,DOG ,RED HEELER X ,WHITE/BROWN ,M,INVERLEIGH,
RILEY ,DOG ,JACK RUSSELL X ,WHITE & TAN ,M,INVERLEIGH,
TIM ,DOG ,ENGLISH SPRINGER SPANIEL ,TAN AND WHITE ,M,INVERLEIGH,
SCAMP ,CAT ,DOMESTIC SHORT HAIR ,BLACK ,F,INVERLEIGH,
BELLA ,DOG ,GOLDEN RETRIEVER ,GOLD ,F,INVERLEIGH,
BRUNO ,DOG ,CHIHUAHUA X ,TAN/WHITE ,M,INVERLEIGH,
BETTY ,DOG ,GREAT DANE ,BLACK/WHITE ,F,INVERLEIGH,
DAISY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,INVERLEIGH,
DENVER ,DOG ,MASTIFF X ,TAN ,M,INVERLEIGH,
MR DARCY ,CAT ,DOMESTIC SHORT HAIR ,GREY ,M,INVERLEIGH,
BUDDY ,DOG ,JACK RUSSELL X ,BLACK AND WHITE ,M,INVERLEIGH,
JAZZ ,DOG ,KELPIE X ,BLACK/TAN ,F,INVERLEIGH,
MISSY ,DOG ,DACHSHUND ,TAN ,F,INVERLEIGH,
MONTY ,DOG ,GOLDEN RETRIEVER ,GOLDEN ,M,INVERLEIGH,
LUCY ,DOG ,KELPIE ,BLACK AND TAN ,F,INVERLEIGH,
EMILY ,DOG ,IRISH WOLFHOUND ,GREY ,F,INVERLEIGH,
MURPHY ,DOG ,IRISH WOLFHOUND ,BRINDLE ,M,INVERLEIGH,
PATCH ,DOG ,JACK RUSSELL TERRIER ,WHITE & TAN ,M,INVERLEIGH,
DELIAH ,DOG ,KING CHARLES SPANIEL ,BLENHEIM ,F,INVERLEIGH,
TOJO ,DOG ,GERMAN SHORTHAIRED POINTER ,BRINDLE ,M,INVERLEIGH,
DIESEL ,DOG ,BORDER COLLIE X ,BROWN & WHITE ,M,INVERLEIGH,
WINSTON ,DOG ,COLLIE X ,BLACK AND GREY ,M,INVERLEIGH,
FLICKA ,DOG ,LABRADOR ,CHOCOLATE ,F,INVERLEIGH,
BINGO ,DOG ,KELPIE ,BLACK ,M,INVERLEIGH,
CASSIE ,DOG ,LABRADOR ,BLACK ,F,INVERLEIGH,
WULLIE ,DOG ,SCOTTISH TERRIER ,BLACK ,M,INVERLEIGH,
GUS ,DOG ,SCOTTISH TERRIER ,BLACK ,M,INVERLEIGH,
CHAE ,DOG ,DALMATIAN ,WHITE W/BLACK SPOTS ,F,INVERLEIGH,
GUCCI ,DOG ,LABRADOR ,BLACK ,F,INVERLEIGH,
BILLI ,CAT ,DOMESTIC SHORT HAIR ,GREY ,F,INVERLEIGH,
SHAYA ,DOG ,CHOW CHOW ,BLACK ,F,INVERLEIGH,
PADDINGTON ,DOG ,CHOW CHOW ,SANDY YELLOW ,M,INVERLEIGH,
TIPPY ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,INVERLEIGH,
JOCK ,DOG ,GOLDEN RETRIEVER ,GOLD ,M,INVERLEIGH,
MAX ,DOG ,LABRADOR ,BLACK ,M,INVERLEIGH,
ROCKY ,DOG ,LABRADOR ,BLACK ,M,INVERLEIGH,
JET ,DOG ,GREAT DANE X ,BRINDLE ,M,INVERLEIGH,
SOOKIE ,DOG ,TERRIER CROSS ,BLACK AND TAN ,F,INVERLEIGH,
CHEWIE ,DOG ,KEESHOND ,TAN AND BLACK ,M,INVERLEIGH,
JACK ,DOG ,BORDER COLLIE ,CHOCOLATE & WHITE ,M,STONEHAVEN,
SASHA ,DOG ,MAREMMA ,WHITE ,F,STONEHAVEN,
SARGE ,DOG ,MAREMMA ,WHITE ,M,STONEHAVEN,
PETAL ,DOG ,LABRADOR X ,BLACK ,F,BATESFORD,
SALLY ,DOG ,MALT./SHIH TZU X ,TRI COLOUR ,F,GHERINGHAP,
BELLA ,DOG ,KELPIE X ,TAN ,F,INVERLEIGH,
MAX ,DOG ,KELPIE X ,BLACK AND TAN ,M,INVERLEIGH,
GLADGEE ,DOG ,JACK RUSSELL TERRIER ,TRI COLOUR ,F,INVERLEIGH,
ECHO ,DOG ,SPRINGER SPANIEL ,BROWN/WHITE ,F,INVERLEIGH,
MILLIE ,DOG ,MALT./SHIH TZU X ,WHITE ,F,INVERLEIGH,
SPORT ,DOG ,BORDER COLLIE X ,BLACK/WHITE ,M,INVERLEIGH,
BEL ,DOG ,SMITHFIELD ,BLACK/WHITE ,F,INVERLEIGH,
PATCH ,DOG ,CHIHUAHUA X ,BROWN/WHITE ,M,INVERLEIGH,
RUSSELL ,DOG ,BORDER COLLIE X ,BROWN WHITE ,M,INVERLEIGH,
ADDISON ,DOG ,LABRADOR ,GOLD ,M,MURGHEBOLUC,
RUSSELL ,DOG ,KELPIE X ,BLACK/TAN/WHITE ,M,MURGHEBOLUC,
SALLY ,DOG ,KELPIE X ,BROWN ,F,MURGHEBOLUC,
BOOF ,DOG ,KELPIE X ,BLACK ,M,MURGHEBOLUC,
CHARLIE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,M,MURGHEBOLUC,
PUSS ,CAT ,CROSS BREED CAT ,BLACK/WHITE ,M,MURGHEBOLUC,
ACE ,DOG ,KELPIE ,BLACK/TAN ,M,INVERLEIGH,
CHARLIE ,DOG ,KELPIE X COOLIE ,BLACK AND TAN ,M,INVERLEIGH,
BUDDY ,DOG ,KELPIE X ,BLACK ,M,INVERLEIGH,
MAX ,DOG ,LABRADOR ,GOLD ,M,INVERLEIGH,
P.J ,DOG ,STAFFORDSHIRE BULL TERRIER ,BLACK/WHITE ,F,INVERLEIGH,
PIP ,CAT ,DOMESTIC LONG HAIR ,GINGER ,F,INVERLEIGH,
JEZZ ,DOG ,ROTTWEILER ,BLACK AND TAN ,F,INVERLEIGH,
TITCH ,DOG ,BORDER COLLIE ,TRI COLOUR ,F,INVERLEIGH,
HARRY ,DOG ,JACK RUSSELL TERRIER ,TRI-COLOUR ,M,INVERLEIGH,
WILMA ,DOG ,LABRADOR ,CHOCOLATE ,F,INVERLEIGH,
SAMBO ,DOG ,LABRADOR X ,BLACK ,M,INVERLEIGH,
MUNGO ,DOG ,JACK RUSSELL TERRIER ,WHITE AND TAN ,M,INVERLEIGH,
MOCKIE ,DOG ,MALT./SHIH TZU X ,WHITE ,F,INVERLEIGH,
SLIPPER ,DOG ,MALT./SHIH TZU X ,BLACK AND WHITE ,F,INVERLEIGH,
SOCKS ,DOG ,KELPIE ,BLACK/TAN ,F,STONEHAVEN,
NELLIE ,DOG ,KELPIE ,BLACK/TAN ,F,STONEHAVEN,
KATIE ,DOG ,KELPIE ,RED/TAN ,F,STONEHAVEN,
MISSY ,CAT ,DOMESTIC LONG HAIR ,GREY ,F,STONEHAVEN,
MILLIE ,DOG ,JACK RUSSELL TERRIER ,WHITE/TAN ,F,MURGHEBOLUC,
SCOUT ,DOG ,HUNGARIAN VIZLA ,RED ,F,MURGHEBOLUC,
PUZZLE ,DOG ,BORDER COLLIE ,BLACK AND WHITE ,F,MURGHEBOLUC,
