name,animaltype,breed,colour,sex,suburb,AgeYears,blank
Miso,Cat       ,DOMSH     ,BrownWhite,M,SIPPY DOWNS,1,
Finn Rodgers,D         ,MALTESEX  ,White     ,M,ROSEMOUNT,2,
Fern,D         ,FOXTERRMNX,BlackTanWh,F,LITTLE MOUNTAIN,1,
Axel,Cat       ,BENGAL    ,BlackFawn ,M,WOOMBYE,2,
Kilo,D         ,STAFFRDAM ,Red       ,M,ALEXANDRA HEADLAND,2,
Mocha,D         ,LABRADOR  ,Brown     ,F,LITTLE MOUNTAIN,1,
Shrimp,D         ,SPANIELCV ,Ruby      ,M,BUDERIM,1,
Millie,Cat       ,BURMESE   ,Chocolate ,F,LANDSBOROUGH,4,
Roy,D         ,KELPIEAUSX,Black     ,M,COOLUM BEACH,2,
Sarge,D         ,GERMNSHEP ,BlackTan  ,M,WURTULLA,4,
Tilley,D         ,RIDGEBACK ,Tan       ,F,BUDERIM,2,
Luke,Cat       ,DOMSH     ,Black     ,M,TWIN WATERS,8,
Marlie,D         ,BULLDOGFR ,Fawn      ,F,PEREGIAN SPRINGS,1,
Moose,D         ,DACHSHUND ,Chocolate ,M,BEERBURRUM,2,
Foxy Madge,D         ,FOXHOUNDX ,TanWhite  ,F,CURRIMUNDI,4,
Thunder,D         ,COLLBORDR ,Sable     ,M,HUNCHY,3,
Kip,D         ,POINTRGSH ,LiverWhite,F,BLI BLI,10,
Kylah,D         ,KELPIEAUSX,BlackTan  ,F,BARINGA,1,
Chilli,D         ,CHIHUAHUAX,BlackTanWh,F,WITTA,6,
Gidget,Cat       ,DOMSH     ,TriColour ,F,BUDERIM,4,
Lola,D         ,COLLBORDR ,BlackWhite,F,BATTERY HILL,2,
Lucy,Cat       ,MANX      ,BlackWhite,F,BATTERY HILL,7,
Coconut,D         ,STAFFRDBTX,Black     ,F,BATTERY HILL,1,
Sammy,D         ,SPANIELCV ,BlackTan  ,M,MARCOOLA,2,
Bluey,D         ,MALTESEX  ,BlackWhite,M,BUDERIM,4,
Bali,D         ,CAVOODLE  ,BlackBroWh,F,PEREGIAN BEACH,2,
Faith,D         ,BEAGLE    ,TanWhite  ,F,WOOMBYE,10,
Kona,D         ,COLLBORDR ,BlackWhite,F,AROONA,7,
Maverick,D         ,LABRADOR  ,Yellow    ,M,ROSEMOUNT,8,
Rani,D         ,DALMATIAN ,BlackWhite,F,NIRIMBA,8,
Alfie Cummins,D         ,WHITESWISS,White     ,M,BURNSIDE,3,
Karma,D         ,MASTIFNEPX,Black     ,F,BEERWAH,2,
Hara,D         ,NEWFOUNDL ,Black     ,F,GOLDEN BEACH,11,
Jeonie,D         ,NEWFOUNDL ,Black     ,F,GOLDEN BEACH,6,
Johnathan,D         ,POODLETOY ,Black     ,M,BLI BLI,1,
Arlo Faulkner,D         ,GERMNSHEP ,BlackTan  ,M,LITTLE MOUNTAIN,1,
Blippi,D         ,POODLE    ,Cream     ,M,BEERWAH,1,
Patches,D         ,POODLEX   ,White     ,M,ALEXANDRA HEADLAND,1,
Olly,D         ,VIZSLA    ,Rusty     ,M,EUMUNDI,1,
Romy,D         ,CAVOODLE  ,Apricot   ,M,NIRIMBA,1,
Kiki,D         ,GREYHOUND ,Fawn      ,F,MAROOCHYDORE,5,
Willow,D         ,DACHSHUNDM,Red       ,F,PALMVIEW,1,
Bentley,D         ,COLLBORDR ,BlackWhite,M,MOUNT COOLUM,4,
Maxey,D         ,RETRIEVGD ,Blonde    ,M,PALMWOODS,1,
Sparkles,Cat       ,RAGDOLL   ,Cream     ,F,BUDERIM,1,
Shadow,D         ,DACHSHLHM ,BlackTan  ,F,BLI BLI,3,
Savvy,D         ,CATTLEDOG ,RedBrindle,F,KINGS BEACH,10,
Jay (Bobbi),Cat       ,DOMMH     ,Tabby     ,M,MOOLOOLABA,4,
Maggy May,D         ,SPOODLE   ,Tan       ,F,WURTULLA,6,
Coco,Cat       ,DOMLH     ,Charcoal  ,F,MAROOCHY RIVER,8,
Gonzales,D         ,CAVOODLE  ,Gold      ,M,MERIDAN PLAINS,1,
Bobby,D         ,LABRADORX ,Black     ,M,PEREGIAN SPRINGS,3,
Elvis Wilson,D         ,CAVOODLE  ,BrownWhite,M,BUDERIM,1,
Charlie Churchward,D         ,COLLBORDRX,BlackTanWh,M,GLASS HOUSE MOUNTAINS,6,
Nugget Goodwill,D         ,BULLDOGFR ,Blue      ,M,MAROOCHYDORE,3,
Dash,D         ,STAFFRDBT ,Tan       ,F,LITTLE MOUNTAIN,9,
Nova,D         ,STAFFRDBT ,Tan       ,F,LITTLE MOUNTAIN,4,
Dutch,D         ,SPANIELSP ,LiverWhite,M,KULUIN,7,
Nellie,D         ,CAVOODLE  ,Cream     ,F,MINYAMA,2,
Skip,D         ,KELPIEAUS ,Tan       ,M,DOONAN,1,
Charlie Brown,D         ,POODLEX   ,Brown     ,M,COOLUM BEACH,5,
Lily,D         ,COLLBORDR ,BlackWhite,F,COOLUM BEACH,2,
Warwick (Star),Cat       ,DOMSH     ,Tortoise  ,M,CURRAMORE,4,
Maycee,D         ,BULLARABX ,Black     ,F,MUDJIMBA,3,
Dani,D         ,LABRADOR  ,Chocolate ,F,MAROOCHYDORE,7,
Abby,D         ,COLLBORDR ,BlackWhite,F,NAMBOUR,2,
Ziggy,D         ,DACHSHUND ,Brown     ,M,MERIDAN PLAINS,1,
Charlie,D         ,LABRADOR  ,Gold      ,M,BATTERY HILL,3,
Cooper,D         ,RETRIEVGD ,Gold      ,M,GLASS HOUSE MOUNTAINS,1,
Cruzer,D         ,COLLBORDRX,Black     ,F,COOLUM BEACH,3,
Archie,D         ,SPANIELKCX,Red       ,M,CURRIMUNDI,1,
Aggie Palmisland Smith,D         ,BULLARABX ,BrindlWhit,F,MERIDAN PLAINS,3,
Eevee,D         ,STAFFRDBT ,Black     ,F,NAMBOUR,3,
Boss,D         ,KELPIEAUS ,Black     ,M,MAROOCHYDORE,12,
Grace,D         ,POODLETOY ,Black     ,F,BUDERIM,2,
Mylo,D         ,KELPIEAUSX,RedMerle  ,M,DIDDILLIBAH,1,
Eugene,D         ,SPANIELCVX,BlackSable,M,WOOMBYE,1,
Rezzie,Cat       ,BOMBAYCAT ,Black     ,M,LITTLE MOUNTAIN,1,
Alfie,D         ,MALTESEX  ,White     ,M,WURTULLA,6,
Pippen,D         ,CHIHUAHLH ,TanBlack  ,M,FOREST GLEN,13,
Yoda,D         ,COLLBORDR ,BlueMerle ,M,MOUNTAIN CREEK,4,
Biscuit,Cat       ,RAGDOLL   ,Champagne ,M,MOUNTAIN CREEK,2,
Bessie,D         ,SPANIELCK ,BlueRoan  ,F,ALEXANDRA HEADLAND,4,
Luna,Cat       ,DOMSH     ,White     ,F,MAROOCHYDORE,9,
Cooper,D         ,KELPIEAUSX,Tan       ,M,MOUNT COOLUM,3,
Lenny,D         ,SPANIELCK ,Gold      ,M,CALOUNDRA WEST,1,
Felix,Cat       ,DOMSH     ,Ginger    ,M,PEACHESTER,2,
Boots,D         ,STAFFRDAMX,Brindle   ,M,GOLDEN BEACH,12,
Freddy,D         ,STAFFRDBTX,Brindle   ,M,DOONAN,1,
Queenie,Cat       ,DOMSH     ,GreyWhite ,F,BOKARINA,1,
Bear,D         ,POODLE    ,Apricot   ,M,COOLUM BEACH,2,
Romeo,D         ,MASTIFNEP ,Grey      ,M,AROONA,1,
Millie,D         ,CAVOODLE  ,TriColour ,F,MOUNTAIN CREEK,1,
Roly,D         ,DACHSHLHM ,BlackTan  ,M,PACIFIC PARADISE,3,
Valentine,D         ,DACHSHSHMX,BlackTan  ,F,DICKY BEACH,4,
Maisy,Cat       ,RAGDOLL   ,CreamBrown,F,YAROOMBA,11,
Jamie,D         ,TERRIERAI ,BlackTan  ,M,GOLDEN BEACH,1,
Bosko,D         ,COLLBORDR ,BlackWhite,M,PALMWOODS,2,
Blue,Cat       ,CAT       ,Ginger    ,M,PALMVIEW,10,
Missy,D         ,KELPIEAUS ,BlackBlue ,F,WOOMBYE,1,
Ella,D         ,BICHONFRS ,White     ,F,TWIN WATERS,11,
Daisy,D         ,CAVOODLE  ,Brown     ,F,FOREST GLEN,1,
Bella,D         ,STAFFRDBT ,Black     ,F,BLI BLI,14,
Chilli,D         ,HAVANESE  ,RedWhite  ,F,WARANA,1,
Maisie,D         ,BULLDOGFR ,Brindle   ,F,PELICAN WATERS,1,
Arlo,D         ,GROODLE   ,Chocolate ,M,PARREARRA,1,
Scooby,D         ,SPANIELCK ,GoldWhite ,F,MALENY,3,
Azayla,Cat       ,DEVON REX ,SealPoint ,F,MERIDAN PLAINS,11,
Kingston,D         ,RIDGEBACK ,Red       ,M,BALD KNOB,9,
Fig,D         ,RETRIEVGDX,Black     ,F,BURNSIDE,2,
Koko,Cat       ,DOMSH     ,Black     ,M,CURRIMUNDI,10,
Harley,D         ,CANECORSO ,Blue      ,F,GLENVIEW,2,
Daisy,D         ,DACHSHUND ,Tan       ,F,KUREELPA,3,
Pickles,D         ,DACHSHUNDM,BlackBrown,M,CHEVALLUM,7,
Lola,D         ,STAFFRDBT ,Blue      ,F,MOOLOOLABA,2,
Willow,D         ,BULLARABX ,Brindle   ,F,EUDLO,2,
Billy,D         ,BULLDOGAM ,WhiteBrown,M,WOOMBYE,1,
Roxy,D         ,STAFFRDAMX,RedTan    ,F,NAMBOUR,4,
Tiger,D         ,FOXTERRIEX,TanBlack  ,M,LITTLE MOUNTAIN,8,
Claude,D         ,BULLDOGFR ,Cream     ,M,PEREGIAN SPRINGS,1,
Margeaux Paris,D         ,BULLDOGFR ,White     ,F,MONS,2,
Chilli,D         ,CHIHUAHUA ,TanWhite  ,M,MAROOCHY RIVER,4,
Mittens,D         ,POODLEX   ,Black     ,F,CHEVALLUM,1,
Rico,D         ,COLLBORDR ,Black     ,M,WITTA,9,
Tiko,D         ,GREYHNDIT ,TanWhite  ,F,HUNCHY,3,
Sandy,D         ,LABRADOR  ,Yellow    ,F,WEST WOOMBYE,1,
Billy,D         ,GERMNSHEP ,Sable     ,M,CALOUNDRA WEST,1,
Buster,D         ,CATTLEDOGX,WhiteBrown,M,MOUNTAIN CREEK,1,
Chiefie,D         ,STAFFRDBT ,Brindle   ,M,MOOLOOLABA,3,
Penny,D         ,KELPIEAUS ,BlackTan  ,F,MOUNTAIN CREEK,2,
Dashy,D         ,JACKRUSSL ,WhiteTan  ,M,COOLUM BEACH,2,
Rafa,D         ,LABRADOODL,Apricot   ,M,CHEVALLUM,2,
Bell,Cat       ,DOMLH     ,Tortoise  ,F,GOLDEN BEACH,1,
Loki,D         ,PORTWATER ,Black     ,M,BIRTINYA,5,
Olive,D         ,CHIHUAHUA ,BlackBroWh,F,SIPPY DOWNS,3,
Poppy,D         ,PUG       ,TanBlack  ,F,LANDSBOROUGH,8,
Barney,D         ,POODLEX   ,Black     ,M,MOUNTAIN CREEK,14,
Venus,Cat       ,CHINCHILLA,White     ,F,NAMBOUR,2,
Ollie,D         ,BOXERX    ,Tan       ,M,KULUIN,2,
BRUNO,D         ,HUSKYX    ,WhiteBlack,M,KULUIN,6,
Betty,D         ,FOXTERRIEX,Black     ,F,MERIDAN PLAINS,2,
Fergus,D         ,BULLDOGFR ,Fawn      ,M,DOONAN,1,
Winnie,D         ,CAVOODLE  ,Apricot   ,F,BUDERIM,2,
Bagheera,Cat       ,BENGAL    ,BrownTan  ,M,LITTLE MOUNTAIN,6,
Timmy,D         ,PAPILLON  ,BlackWhite,M,BUDERIM,1,
Leo,D         ,CORGI     ,RedWhite  ,M,BIRTINYA,2,
Merry,D         ,COBBERDOG ,Gold      ,M,TWIN WATERS,1,
Lucy,D         ,MALTESEX  ,White     ,F,BEERWAH,2,
Bronx,D         ,BULLDOGFR ,FawnWhite ,M,MOUNTAIN CREEK,2,
Teddy,D         ,COBBERDOG ,Gold      ,M,COOLUM BEACH,2,
Zoey,D         ,KELPIEAUS ,Fawn      ,F,MONTVILLE,2,
Maggie-May,D         ,POINTRGSH ,BrownWhite,F,BOKARINA,2,
Duke,D         ,GREATDANE ,WhiteBlack,M,TWIN WATERS,7,
LJ,D         ,DACHSHUNDM,Tan       ,M,NIRIMBA,7,
Axl,D         ,FOXTERRMNX,BeigeWhite,M,SIPPY DOWNS,10,
Minnie,D         ,MALTESE   ,White     ,F,BEERWAH,5,
Molly Kelly,D         ,BOXER     ,RedBlack  ,F,MAROOCHYDORE,11,
Gypsy,Cat       ,BURMESE   ,Brown     ,F,GLASS HOUSE MOUNTAINS,1,
Meika,D         ,POMERANIAX,BrownWhite,F,COOLUM BEACH,6,
Jesse,D         ,HAVANESE  ,BlackGreyW,M,COOLUM BEACH,3,
Maggie,D         ,SPANIELCK ,Liver     ,F,PALMWOODS,2,
Poppy,Cat       ,RAGDOLL   ,TriColour ,F,BUDDINA,6,
Boris,D         ,LABRADORX ,BlackWhite,M,NIRIMBA,5,
Merlin,D         ,TERRIERBS ,BrindlWhit,M,GLASS HOUSE MOUNTAINS,1,
Artie,D         ,COLLBORDR ,BlackWhite,M,CALOUNDRA,1,
Lilly,D         ,LABRADOR  ,Cream     ,F,CALOUNDRA,5,
Ralph,D         ,BULLDOGFR ,FawnBlack ,M,BLI BLI,1,
Misha,D         ,MOODLE    ,Champagne ,F,BUDERIM,14,
Tilly,Cat       ,RAGDOLL   ,Lilac     ,F,PEREGIAN SPRINGS,1,
Finn,D         ,WHITESWISS,White     ,M,MOOLOOLAH VALLEY,1,
Roxy,D         ,COLLBORDRX,Black     ,F,WOOMBYE,1,
Eddie,D         ,DACHSHUNDM,BlackTan  ,M,PELICAN WATERS,1,
Albi,D         ,DACHSHUNDM,BlackWhite,M,AROONA,1,
Odin,D         ,SCHNAUZMN ,Black     ,M,PEREGIAN SPRINGS,6,
Roxy,D         ,MALTESEX  ,White     ,F,COOLUM BEACH,14,
Tilly,D         ,POODLE    ,Apricot   ,F,COOLUM BEACH,10,
Rocky,D         ,STAFFRDBT ,Red       ,M,SIPPY DOWNS,5,
Pearl,D         ,BULLDOGFR ,White     ,F,MOUNTAIN CREEK,4,
Murphy,D         ,CHIHUAHUA ,WhiteTan  ,M,PELICAN WATERS,2,
River,D         ,POINTRGSH ,Liver     ,F,BUDERIM,3,
Shaggy,D         ,SHIHTZUX  ,Tan       ,M,MOUNT COOLUM,4,
Oortjies,Cat       ,SIAMESE   ,CreamDkPts,M,PEREGIAN SPRINGS,6,
Jaz,D         ,MALTESE   ,White     ,F,BEERWAH,5,
Humphrey,D         ,CAVOODLE  ,BlackTan  ,M,MINYAMA,1,
Chilli,D         ,GREYHOUND ,Black     ,F,BOKARINA,3,
Shelby,D         ,RETRIEVGD ,Gold      ,F,KINGS BEACH,1,
Bear,D         ,HUSKYX    ,Black     ,M,BEERWAH,4,
Snoop,D         ,LABRADOODL,Black     ,M,DOONAN,5,
Nox,Cat       ,DOMSH     ,Black     ,M,MAROOCHYDORE,1,
Otis,D         ,CHIHUAHUA ,Fawn      ,M,BURNSIDE,10,
Ryu,D         ,FOXTERRMNX,BlackWhite,M,BURNSIDE,2,
Pocket,Cat       ,DOMSH     ,Tabby     ,F,LITTLE MOUNTAIN,2,
Evie,D         ,CHIHUAHLH ,Brown     ,F,SIPPY DOWNS,3,
Khan,Cat       ,TONKINESE ,Brown     ,M,DOONAN,2,
Biggie,D         ,STAFFRDBTX,TanWhite  ,M,BURNSIDE,4,
Ruby,D         ,CAVOODLE  ,Ruby      ,F,MOFFAT BEACH,5,
Rosie,D         ,CHIHUAHUA ,Blue      ,F,PELICAN WATERS,3,
Lola,D         ,CAVOODLE  ,Brown     ,F,MOOLOOLABA,1,
Bruno,D         ,CAVOODLE  ,Ruby      ,M,DOONAN,1,
Capy,D         ,CHIHUAHUA ,Sable     ,M,WURTULLA,3,
Nungamai,D         ,FOXTERRIE ,WhiteTan  ,M,YANDINA CREEK,2,
Lukah,D         ,BULLDOGFR ,Fawn      ,M,NAMBOUR,2,
Astrid,D         ,POODLEMINX,BlackWhite,F,PALMWOODS,2,
Ghibli,D         ,RETRIEVFL ,Black     ,M,COOLUM BEACH,1,
Benji,D         ,GRIFFONBR ,Red       ,M,MAROOCHYDORE,3,
Max,D         ,SAINTBERN ,WhiteBrown,M,BEERWAH,1,
Ollie,D         ,CHIHUAHUA ,Tan       ,M,TWIN WATERS,7,
Zephyr,D         ,POODLETOYX,Tan       ,M,AROONA,1,
Bowie,D         ,JACKRUSSLX,Black     ,F,MOFFAT BEACH,1,
ARI,D         ,STAFFRDBT ,BlackWhite,M,BURNSIDE,2,
Zeus,D         ,HUSKYX    ,BlackBrown,M,GLENVIEW,7,
Arty,Cat       ,DOMSH     ,Tabby     ,M,CALOUNDRA,3,
Albert,Cat       ,TONKINESE ,GreyWhite ,M,SIPPY DOWNS,7,
Rolo,D         ,LABRADOR  ,Chocolate ,M,YAROOMBA,7,
Billie,D         ,SPANIELCV ,Ruby      ,M,MUDJIMBA,1,
Molly,D         ,CAVOODLE  ,Ruby      ,F,CURRIMUNDI,4,
Bronte,Cat       ,RAGDOLL   ,SealPoint ,F,KINGS BEACH,5,
Rubee,D         ,RETRIEVGDX,Brindle   ,F,BIRTINYA,1,
Shelby,D         ,ENGLISHBT ,BlueBrind ,F,SIPPY DOWNS,1,
Ziggy,D         ,MALTESE   ,White     ,M,MAROOCHYDORE,9,
Mighty,D         ,JACKRUSSL ,WhiteTan  ,M,BUDERIM,3,
Theodore,D         ,SPANIELKC ,Blenheim  ,M,LITTLE MOUNTAIN,3,
Pippa,D         ,ROTTWEILRX,Tan       ,F,WARANA,3,
Nilly,D         ,DACHSHUNDM,Cream     ,F,MERIDAN PLAINS,2,
Stella,D         ,CATTLEDOG ,BlackBlue ,F,BARINGA,1,
Duke,D         ,GERMNSHEP ,Sable     ,M,SIPPY DOWNS,5,
Bella,D         ,TERRIERBS ,BlackBrinW,F,BUDERIM,7,
Lily,D         ,BULLDOGFR ,Brindle   ,F,LANDSBOROUGH,2,
Tyson,Cat       ,DOMSH     ,Tabby     ,M,MUDJIMBA,5,
Alby,D         ,MIXED     ,Black     ,M,NIRIMBA,5,
Luna,D         ,STAFFRDAM ,BlackGrey ,F,NIRIMBA,5,
Luna,D         ,POODLETOYX,Black     ,F,MOOLOOLABA,1,
Nanette,Cat       ,DOMSH     ,Ginger    ,F,MONTVILLE,1,
Toby,D         ,MOODLE    ,Gold      ,M,NIRIMBA,1,
Lucy,D         ,STAFFRDBTX,BlackWhite,F,COOLUM BEACH,12,
Malia,D         ,FOXTERRMNX,Black     ,F,LITTLE MOUNTAIN,6,
Toto,Cat       ,DOMSH     ,Black     ,M,BUDERIM,15,
Jasper,Cat       ,BURMESE   ,Blue      ,M,BUDERIM,11,
Bonny,D         ,KOOLIE    ,Brown     ,F,SIPPY DOWNS,6,
Dash Robins,D         ,CAVOODLE  ,Ruby      ,M,BUDERIM,2,
Lamia,D         ,STAFFRDAM ,Blue      ,F,AROONA,6,
Gingy,Cat       ,PERSIAN X ,Ginger    ,M,MOOLOOLAH VALLEY,11,
CYPRESS,D         ,COLLBORDR ,BlackWhite,M,COOLUM BEACH,1,
Mishka,D         ,FOXTERRIE ,White     ,F,CURRIMUNDI,15,
Molly,D         ,LABRADOR  ,Gold      ,F,MOUNT COOLUM,15,
Caesar,Cat       ,BURMILLA  ,Gold      ,M,LITTLE MOUNTAIN,9,
Luke,D         ,COLLBORDR ,Chocolate ,M,KULUIN,3,
Azula,Cat       ,DOMMH     ,White     ,F,BLI BLI,1,
Monty,D         ,CAVOODLE  ,WhiteCream,M,PALMWOODS,2,
Ms Cinnamon Duchess of Calwell,Cat       ,RAGDOLL   ,SealPoint ,F,BEERWAH,19,
Rex,D         ,COLLBORDR ,WhiteTan  ,M,PALMWOODS,1,
Salem,Cat       ,DOMSH     ,Black     ,M,MAROOCHYDORE,2,
Robbo,D         ,WOLFHOUNDX,White     ,M,BEERWAH,2,
Bonnie,D         ,SHIHTZUX  ,BlackWhite,F,KINGS BEACH,14,
Sage,D         ,KELPIEAUS ,Black     ,F,PALMWOODS,1,
Sam,D         ,LABRADOR  ,Black     ,M,NAMBOUR,9,
AJ,D         ,LABRADOR  ,Gold      ,M,MOUNTAIN CREEK,12,
Sasha,D         ,KELPIEAUSX,BlackTan  ,F,BURNSIDE,14,
Leo,D         ,GERMNSHEPX,Black     ,M,BLI BLI,7,
Winnie,D         ,GROODLE   ,Cream     ,F,BURNSIDE,1,
Mishka,D         ,HUSKY     ,Grey      ,F,BEERWAH,4,
Benji,D         ,CAVOODLE  ,Ginger    ,M,PALMVIEW,1,
Shelby,D         ,MASTIFNEPX,BrownBlack,F,BLI BLI,1,
Artex,D         ,COLLBORDR ,BlueMerle ,M,NIRIMBA,13,
Buddy,D         ,BULLARAB  ,BlackWhite,M,TANAWHA,12,
Molly,Cat       ,DOMSH     ,Black     ,F,MAROOCHYDORE,5,
Toby,D         ,STAFFRDBTX,Blue      ,M,MERIDAN PLAINS,1,
Lulu,D         ,DACHSHUND ,DappleGrey,F,NIRIMBA,2,
Smudge,D         ,COLLIE    ,SableWhite,F,BEERWAH,1,
Benji,D         ,SPANIELCK ,Red       ,M,PEREGIAN SPRINGS,12,
Madeleine,D         ,SHIHTZU   ,BlackWhite,F,BURNSIDE,2,
Cujo,D         ,CHIHUAHUA ,White     ,M,BEERWAH,1,
Bowie,D         ,GREYHOUND ,Fawn      ,M,MOUNTAIN CREEK,3,
Zeke,D         ,BASENJI   ,RedWhite  ,M,BUDERIM,1,
Elsie,D         ,COLLBORDRX,Wheaten   ,F,MOUNT COOLUM,1,
Louie,D         ,COLLBORDR ,BlackWhite,M,NIRIMBA,1,
June,D         ,COLLBORDR ,Chocolate ,F,ALEXANDRA HEADLAND,1,
Crinkle Huby,D         ,CHIHUAHUA ,Fawn      ,M,MOUNTAIN CREEK,1,
Stella,D         ,GREATDANEX,White     ,F,PACIFIC PARADISE,6,
Meka,Cat       ,RAGDOLL   ,SealPoint ,M,KULANGOOR,12,
Baxter,D         ,GERMNSHEP ,BlackTan  ,M,,6,
Bailey Fox,D         ,COLLBORDR ,WhiteRed  ,M,PEREGIAN SPRINGS,1,
MOLLY,D         ,ALSATIAN  ,BlackBroWh,F,PALMVIEW,2,
Wendy,Cat       ,DOMSH     ,Tortoise  ,F,PELICAN WATERS,1,
Stannis,Cat       ,DOMSH     ,Tabby     ,M,LITTLE MOUNTAIN,1,
Minnie,D         ,MALTESEX  ,BlackTanWh,F,GLASS HOUSE MOUNTAINS,1,
Missy,Cat       ,CAT       ,Black     ,F,BUDERIM,5,
Louey,D         ,WOLFHOUNDX,Brindle   ,M,BUDERIM,1,
Serena,D         ,CORGICARD ,BlackWhite,F,BUDERIM,1,
Kirra,D         ,GERMNSHEP ,BlackTan  ,F,MOOLOOLAH VALLEY,2,
Eddie M,D         ,SPOODLE   ,CreamTan  ,M,CALOUNDRA,2,
Ernie,D         ,DACHSHUND ,BrownTan  ,M,MOUNTAIN CREEK,1,
Molly,D         ,KELPIEAUS ,BlackWhite,F,WITTA,4,
Leo,D         ,BICHONFRS ,White     ,M,BUDERIM,15,
Tasha,D         ,SHIHTZU   ,White     ,F,BUDERIM,13,
Harvey,D         ,BULLDOGFR ,BlueTan   ,M,MONTVILLE,1,
Sootie,Cat       ,DOMSH     ,Black     ,F,MARCOOLA,1,
Loki,D         ,KOOLIE    ,GreyBlack ,M,LANDSBOROUGH,2,
Caesar,D         ,GERMNSHEP ,BlackTan  ,M,BLI BLI,2,
Blaze,D         ,KELPIEAUS ,RedTan    ,F,BURNSIDE,1,
Koda,D         ,CATTLEDOG ,White     ,F,WOOMBYE,5,
Po,D         ,GERMNSHEPX,Black     ,M,WURTULLA,4,
Joy,D         ,FOXTERRMN ,BlackWhite,F,DICKY BEACH,1,
Penny,D         ,CAVOODLE  ,Ruby      ,F,NAMBOUR,1,
Indie,D         ,LABRADORX ,Fawn      ,F,BUDERIM,9,
Shiloh,D         ,CAVOODLE  ,Black     ,M,CALOUNDRA,1,
Patrick,D         ,GRIFFONBR ,Black     ,M,MAROOCHYDORE,2,
Bowie,D         ,LABRADOODL,Red       ,F,MOUNTAIN CREEK,2,
Molly,D         ,COLLBORDR ,BlackWhite,F,EUMUNDI,1,
Suki,D         ,SPOODLE   ,Red       ,F,BOKARINA,1,
Zosia,D         ,FOXTERRIEX,WhiteTan  ,F,HUNCHY,10,
Ziggy Kingston,D         ,TERRIERBS ,BrindlWhit,M,WARANA,1,
Phoenix,Cat       ,CAT       ,WhiteBrind,F,MOUNTAIN CREEK,4,
Bonnie,D         ,MALTESEX  ,White     ,F,BUDERIM,4,
Cali,D         ,RETRIEVGD ,Black     ,F,MOUNTAIN CREEK,1,
Cous Cous,Cat       ,DOMMH     ,BlackWhite,M,KINGS BEACH,7,
Reevo,D         ,KELPIEAUSX,Black     ,M,BATTERY HILL,9,
Zephyr,D         ,STAFFRDBTX,Black     ,F,BOKARINA,2,
Astro,D         ,COLLBORDR ,Red       ,M,VALDORA,3,
Rosie,Cat       ,DOMMH     ,Black     ,F,MOOLOOLABA,5,
Willow,D         ,ROTTWEILR ,BlackTan  ,F,LANDSBOROUGH,3,
Stormie,D         ,STAFFRDBT ,Blue      ,F,PACIFIC PARADISE,1,
Indy,D         ,LABRADOR  ,Chocolate ,F,EUMUNDI,2,
Dexter,D         ,SHIHTZU   ,Black     ,M,BUDERIM,1,
Lenny,D         ,DALMATIAN ,White     ,M,BLI BLI,8,
Nile,D         ,WOLFHOUNDX,Black     ,M,NORTH ARM,4,
Rocco,D         ,RETRIEVCC ,Brown     ,M,PARREARRA,3,
Fletcher,D         ,RETRIEVGD ,Gold      ,M,MAROOCHYDORE,1,
Archie Montgomery,D         ,CAVOODLE  ,Red       ,M,COOLUM BEACH,3,
Frodo,Cat       ,DOMSH     ,Tabby     ,F,GLENVIEW,2,
Moe,Cat       ,DOMSH     ,BlackWhite,M,PALMVIEW,1,
Rodney,Cat       ,BURMESE   ,Red       ,M,CALOUNDRA,2,
Blacky,Cat       ,DOMSH     ,BlackWhite,F,FLAXTON,3,
Remi,D         ,SPOODLE   ,Brindle   ,F,BARINGA,1,
Ruby,D         ,BEAGLEX   ,TanWhite  ,F,COOLUM BEACH,1,
Sophie,Cat       ,DOMMH     ,Tabby     ,F,BUDERIM,10,
Banjo,D         ,MOODLE    ,Brown     ,M,COOLUM BEACH,2,
Daphne Rose,D         ,GREATDANE ,Merle     ,F,GLASS HOUSE MOUNTAINS,8,
Charlotte,D         ,LHASAAPSO ,Sable     ,F,WARANA,13,
Hemmi,D         ,TERRIERWTX,White     ,M,LITTLE MOUNTAIN,5,
Sherbet,D         ,CAVOODLE  ,Red       ,F,BARINGA,1,
Ace,D         ,STAFFRDBT ,Blue      ,M,DULONG,1,
Charli,Cat       ,DOMSH     ,BrownWhite,F,BUDERIM,9,
Mack,D         ,TERRIERAU ,BlueTan   ,M,SIPPY DOWNS,10,
JaSa,D         ,CAVOODLE  ,Red       ,F,COOLUM BEACH,1,
Beanie,D         ,SETTERRED ,Red       ,M,BEERWAH,10,
Missobi Lilah,D         ,BULLDOGFR ,Fawn      ,F,BUDERIM,4,
Duke,D         ,MASTIFNEPX,Brindle   ,M,KUREELPA,3,
Reggie,D         ,JACKRUSSL ,White     ,M,NORTH MALENY,1,
Diesel,D         ,STAFFRDBT ,Blue      ,M,MOUNT COOLUM,6,
Theo,D         ,SPANIELCV ,TriColour ,M,MALENY,4,
Lucky,D         ,MAREMMSHP ,White     ,F,BLI BLI,1,
Arlo,D         ,DACHSHUNDM,Chocolate ,M,PALMVIEW,1,
Rosie,D         ,SHIHTZU   ,WhiteBlack,F,BUDERIM,2,
Cocaine,D         ,POODLETOY ,White     ,M,SIPPY DOWNS,1,
Josephine,D         ,BOXER     ,Fawn      ,F,PALMVIEW,3,
