name,animaltype,breed,colour,sex,suburb,AgeYears,blank
Sadie,D         ,KELPIEAUS ,TanBrown  ,F,PEREGIAN SPRINGS,4,
Chloe Richards,Cat       ,BURMESE   ,Lilac     ,F,BARINGA,3,
Beanie,D         ,GROODLE   ,Caramel   ,M,PALMVIEW,1,
Sky,D         ,STAFFRDBT ,BlackGrey ,F,MUDJIMBA,2,
Shackleton,Cat       ,DOMSH     ,Tabby     ,F,HIGHWORTH,7,
Darla,D         ,CATTLEDOG ,Blue      ,F,MOUNTAIN CREEK,5,
Rocko,D         ,TERRIERBSX,BlackBrind,M,PALMVIEW,1,
Toby,D         ,CATTLEDOGX,WhiteBrind,M,CALOUNDRA WEST,1,
Chris,D         ,COLLBORDR ,TriColour ,M,EUDLO,1,
Cleo,Cat       ,RAGDOLL   ,White     ,F,LANDSBOROUGH,1,
Luma,D         ,LABRADOODL,Chocolate ,F,KINGS BEACH,2,
Sweety,Cat       ,DOMSH     ,Grey      ,F,PACIFIC PARADISE,2,
Clay,D         ,KELPIEAUS ,Brown     ,M,MOFFAT BEACH,8,
Harry,D         ,POODLEMIN ,Black     ,M,LITTLE MOUNTAIN,1,
Chocolate,D         ,STAFFRDAM ,Brown     ,F,HUNCHY,2,
Simba,D         ,SCHNOODLE ,Black     ,M,FOREST GLEN,2,
Jessie,D         ,WHITESWISS,White     ,F,DOONAN,3,
Pip,D         ,POINTRENGX,Brindle   ,F,BUDERIM,1,
Loki,D         ,BULLDOGFR ,Fawn      ,M,GLASS HOUSE MOUNTAINS,1,
Charlie Langford,D         ,CAVOODLE  ,Apricot   ,M,MERIDAN PLAINS,2,
Daisy,D         ,BOXERX    ,BlackWhite,F,HUNCHY,5,
Rusty,D         ,JACKRUSSL ,TriColour ,M,BURNSIDE,5,
Cooper,Cat       ,DOMSH     ,Ginger    ,F,BLI BLI,9,
Bodhi,D         ,COLLBORDR ,BlackWhite,M,COES CREEK,1,
Penny,D         ,BICHONFRSX,White     ,F,CURRIMUNDI,1,
Eddie Murphy,Cat       ,CAT       ,BlackWhite,M,NAMBOUR,2,
Henry,D         ,POMERANIAX,Caramel   ,M,BLI BLI,7,
Teddy,D         ,SCHNAUZMNX,GreyBlack ,M,PEREGIAN BEACH,3,
Sandy,D         ,RIDGEBACKX,Tan       ,F,PALMVIEW,3,
Bodhi,D         ,RETRIEVER ,Gold      ,M,BUDERIM,1,
Pippa,D         ,LABRADORX ,Yellow    ,F,BLI BLI,8,
Winston,D         ,LABRADOODL,Caramel   ,M,PELICAN WATERS,1,
Fish,D         ,COLLBORDRX,Brown     ,F,BLI BLI,1,
Isla,D         ,BULLDOGAMX,WhiteTan  ,F,MOUNTAIN CREEK,2,
Lucy Bellgrove,D         ,CAVOODLE  ,RedWhite  ,F,PALMVIEW,1,
Molly,D         ,COLLBORDR ,BrownWhite,F,BUDERIM,1,
Jonboy,D         ,MASTIFNEP ,Gold      ,M,DULONG,1,
Leela,D         ,LABRADORX ,Black     ,F,BUDERIM,1,
Herman,D         ,BULLDOGFR ,BlueBrind ,M,CURRIMUNDI,1,
Oakley,D         ,KELPIEAUSX,Tan       ,F,PEREGIAN SPRINGS,2,
Bambi,D         ,STAFFRDAMX,BrindlWhit,F,NIRIMBA,1,
Buddy,D         ,STAFFRDBT ,White     ,M,MOUNTAIN CREEK,2,
Bella,D         ,BULLARABX ,BlackWhite,F,COOLUM BEACH,2,
Ella,D         ,SPANIELCVX,White     ,F,MOUNT COOLUM,3,
Stryda,D         ,CATTLEDOG ,Red       ,M,PACIFIC PARADISE,1,
Rio,D         ,CAVOODLE  ,Caramel   ,M,WARANA,1,
Abby,D         ,CAVOODLE  ,Blenheim  ,F,WARANA,1,
Bella,D         ,STAFFRDAMX,Blue      ,F,PALMVIEW,4,
Lotti,D         ,BULLDOGFR ,FawnWhite ,F,BARINGA,3,
Hagar,D         ,STAFFRDAM ,TanWhite  ,M,TWIN WATERS,13,
Tansy,D         ,BULLARABX ,Tan       ,M,YANDINA CREEK,1,
Zeke,D         ,MASTIFFX  ,Brindle   ,M,PALMVIEW,1,
Boof,D         ,STAFFRDBT ,Tan       ,M,MOOLOOLAH VALLEY,9,
Archie,D         ,MALTESEX  ,TriColour ,M,LITTLE MOUNTAIN,1,
Dash,D         ,DACHSHUNDM,BlackBrown,F,KINGS BEACH,1,
Jasper,D         ,COLLBORDR ,BrownWhite,M,COES CREEK,9,
Hazel,D         ,COLLBORDR ,BrownWhite,F,BUDERIM,1,
Kirra,D         ,COLLBORDR ,BlackWhite,F,WARANA,10,
Rory,D         ,JACKRUSSLX,BrownWhite,F,WOOMBYE,9,
Butch,D         ,CATTLEDOG ,BlueBlackT,M,LANDSBOROUGH,2,
Busta,D         ,BULLARAB  ,WhiteBrown,M,COOLUM BEACH,7,
Eddie,D         ,CAVOODLE  ,Apricot   ,M,BUDDINA,8,
Molly,D         ,GREATDANE ,Black     ,F,BURNSIDE,1,
Sylvie,D         ,LABRADOR  ,Black     ,F,CALOUNDRA WEST,1,
Impy,D         ,FOXTERRIE ,WhiteTan  ,M,YAROOMBA,2,
Sunja,D         ,DOBERMAN  ,BrownTan  ,F,SIPPY DOWNS,1,
Leroy,Cat       ,DOMLH     ,Black     ,M,YANDINA,1,
Coober,D         ,CAVOODLE  ,BlackTan  ,M,MOUNTAIN CREEK,11,
Benny,D         ,LABRADOR  ,Yellow    ,M,WURTULLA,1,
Cappy,D         ,CAVOODLE  ,WhiteBrown,F,BIRTINYA,2,
Buddy,D         ,BULLARABX ,White     ,M,PEACHESTER,3,
Beau,D         ,RETRIEVGD ,Gold      ,M,TOWEN MOUNTAIN,1,
Wicket,D         ,POODLE    ,Apricot   ,M,MOUNTAIN CREEK,1,
Gus,Cat       ,DOMSH     ,BlackWhite,M,NAMBOUR,1,
Bella,D         ,LABRADOR  ,BlackWhite,F,PALMWOODS,1,
Ollie,D         ,COLLBEARD ,BlackWhite,M,MAROOCHYDORE,5,
Merv,Cat       ,DOMSH     ,Ginger    ,M,COOLUM BEACH,12,
Dory,D         ,SPANIELCK ,Brown     ,F,WURTULLA,1,
Shanti,D         ,CAVOODLE  ,BlackGrey ,F,MOUNTAIN CREEK,1,
Rusty,D         ,GERMNSHEP ,BlackBrown,M,LANDERS SHOOT,2,
Bruno,D         ,KELPIEAUSX,SableWhite,M,MOFFAT BEACH,1,
Frida,D         ,STAGHOUND ,GreyWhite ,F,MAROOCHY RIVER,2,
Diesel,D         ,STAFFRDBT ,BrindlWhit,M,DICKY BEACH,8,
Molly,D         ,BERNMTDOGX,Black     ,F,PELICAN WATERS,2,
Ruby,D         ,CATTLEDOGX,BlueGrey  ,F,MAROOCHYDORE,3,
Buddy,D         ,KELPIEAUSX,Tan       ,M,BUDERIM,6,
Drogon,Cat       ,DOMMH     ,BlackWhite,M,GLASS HOUSE MOUNTAINS,2,
Buddy,Cat       ,DOMSH     ,BlackWhite,M,PELICAN WATERS,3,
Boss,D         ,STAFFRDAMX,Beige     ,M,NINDERRY,4,
Sunny,D         ,RETRIEVGD ,Caramel   ,M,BUDERIM,1,
Maggie,D         ,LABRADOR  ,Gold      ,F,PALMVIEW,5,
Bear,D         ,LABRADOR  ,Black     ,M,BLI BLI,7,
Jazz,D         ,STAFFRDBTX,Black     ,F,HIGHWORTH,7,
Ted,D         ,RETRIEVGD ,Blonde    ,M,COOLUM BEACH,5,
Margo,D         ,GROODLE   ,White     ,F,FOREST GLEN,1,
Sabrina,D         ,COLLBORDR ,BrownWhite,F,BLI BLI,2,
Bazil  Dawson,D         ,FOXTERRIE ,BlueBlackT,M,CALOUNDRA WEST,2,
Daisy,D         ,BEAGLE    ,BlackBroWh,F,COOLUM BEACH,1,
Play,D         ,GERMNSHEPX,BlackBrown,F,NAMBOUR,14,
Gizmo,D         ,BULLDOGFR ,Brindle   ,M,BLI BLI,1,
Spencer,D         ,COLLBORDR ,BrownWhite,M,PEREGIAN BEACH,4,
Loki,D         ,BULLDOGBR ,Red       ,M,TANAWHA,1,
Poppy,D         ,MOODLE    ,Champagne ,F,MAROOCHYDORE,3,
Rocket,D         ,COLLBORDR ,BlackWhite,M,MAROOCHYDORE,6,
Daisy,D         ,CAVOODLE  ,Red       ,F,MAROOCHYDORE,1,
Digger,D         ,CATTLEDOG ,Red       ,M,ILKLEY,3,
Belle,D         ,BULLDOGFR ,Brindle   ,F,WOOMBYE,2,
Rusty,D         ,KELPIEAUS ,Chocolate ,M,BLI BLI,1,
Baby,D         ,CHIHUAHUA ,Caramel   ,F,MOFFAT BEACH,2,
Teddy,D         ,HAVANESE  ,BlackTan  ,M,PALMWOODS,1,
Roxy,D         ,TERRIERYK ,Black     ,F,BUDERIM,3,
Muffin,Cat       ,RAGDOLL   ,BlackGrey ,M,MOUNTAIN CREEK,3,
Bobby,D         ,CAVOODLE  ,Red       ,F,MOOLOOLABA,1,
Chappo,D         ,CAVOODLE  ,White     ,M,YANDINA,2,
Millie,D         ,LABRADOR  ,White     ,F,MOUNTAIN CREEK,1,
Alfie,D         ,CAVOODLE  ,TanWhite  ,M,WURTULLA,1,
Malaki,D         ,GERMNSHEP ,Black     ,M,GOLDEN BEACH,1,
Taki,D         ,MAREMMSHPX,BlackWhite,M,BUDERIM,2,
Boots,D         ,COLLBORDR ,BlackWhite,M,BUDERIM,9,
Suki,D         ,LABRADORX ,Black     ,F,MAROOCHYDORE,5,
Mayzi,D         ,SPANIELTB ,Sable     ,F,DICKY BEACH,1,
Lawrence,Cat       ,DOMLH     ,Tortoise  ,M,LANDSBOROUGH,1,
Bobby,Cat       ,DOMSH     ,Grey      ,M,MOUNTAIN CREEK,1,
Louie,D         ,SPANIELCK ,Orange    ,M,BLI BLI,2,
Rajestick little Thumper,D         ,ENGLISHBT ,WhiteTan  ,F,DULONG,3,
Daisy,D         ,GREYHOUND ,Brindle   ,F,DICKY BEACH,12,
Pud,Cat       ,DOMMH     ,Black     ,M,SIPPY DOWNS,7,
Lexi,D         ,BULLDOGAUS,Brindle   ,F,BANYA,3,
Piper,D         ,JACKRUSSL ,TanWhite  ,F,MOUNTAIN CREEK,2,
Oddy,Cat       ,DOMSH     ,Grey      ,F,ILKLEY,1,
Leo,D         ,LABRADORX ,Gold      ,M,MOUNTAIN CREEK,6,
Lottie,D         ,POINTRGWH ,Liver     ,F,WURTULLA,2,
Baby,D         ,POODLEX   ,Brown     ,F,COOLUM BEACH,14,
Ruby,D         ,DALMATIAN ,White     ,F,LITTLE MOUNTAIN,1,
Archibald,D         ,GROODLE   ,Blonde    ,M,LITTLE MOUNTAIN,6,
Lilah,D         ,SPANIELCK ,CreamTan  ,F,ROSEMOUNT,1,
Sandy,D         ,GERMNSHEPX,CreamTan  ,F,TWIN WATERS,3,
Pops,Cat       ,RUSSIANBL ,Grey      ,F,MOOLOOLAH VALLEY,3,
Penny,Cat       ,DOMSH     ,Black     ,F,LITTLE MOUNTAIN,11,
Grover,Cat       ,DOMSH     ,BlackWhite,M,BATTERY HILL,1,
Louis,D         ,SHIHTZU   ,BlackWhite,M,NINDERRY,5,
Gams,Cat       ,DOMSH     ,Black     ,F,MOUNTAIN CREEK,1,
Coco,D         ,LHASAAPSO ,WhiteGrey ,F,GLASS HOUSE MOUNTAINS,1,
Ruhe,D         ,SCHNOODLE ,SaltPepper,M,BUDERIM,1,
Skye,D         ,STAFFRDBT ,BlueBrind ,F,PALMWOODS,1,
Lilly,D         ,LABRADOODL,Cream     ,F,MOUNTAIN CREEK,2,
Ellie-May,Cat       ,RAGDOLL   ,Tortoise  ,F,BUDERIM,2,
Oakley,D         ,CAVOODLE  ,Red       ,M,GLASS HOUSE MOUNTAINS,1,
Lumi Greiner,D         ,STAFFRDBTX,BrindlWhit,F,GOLDEN BEACH,6,
Tilly,D         ,COLLBORDRX,BlackTanWh,F,LANDSBOROUGH,2,
Peppa,D         ,STAFFRDAM ,Brindle   ,F,NORTH ARM,1,
Missy,D         ,MOODLE    ,Gold      ,F,NAMBOUR,1,
Fiona,D         ,BASSET    ,TriColour ,F,MAPLETON,2,
Maple,D         ,GERMNSHEP ,Black     ,F,YANDINA,1,
Luca,D         ,GREYHNDIT ,Tan       ,M,CALOUNDRA,1,
Morpheo,D         ,RIDGEBACKX,Tan       ,M,COOLUM BEACH,1,
Poppie,D         ,SPANIELCV ,Blenheim  ,F,PEREGIAN SPRINGS,1,
Stellar,D         ,COLLBORDR ,BlackWhite,F,MAROOCHYDORE,7,
Sunny Gordon,D         ,CHIHUAHUAX,Apricot   ,M,ROSEMOUNT,1,
Missy,D         ,DACHSHUND ,Black     ,F,NAMBOUR,2,
Roger,Cat       ,DOMMH     ,BlackWhite,M,KINGS BEACH,10,
Astro,D         ,STAFFRDAMX,BlackTan  ,M,WURTULLA,9,
Axe,D         ,COLLBORDR ,BlackWhite,M,DOONAN,3,
Benji,D         ,SPOODLE   ,Gold      ,M,WURTULLA,2,
Marlie,D         ,BELGNSHEPX,Tan       ,F,LANDSBOROUGH,4,
Midnight,Cat       ,BURMESE   ,Black     ,M,NIRIMBA,1,
Elvis,Cat       ,DOMSH     ,GreyWhite ,M,MOOLOOLAH VALLEY,2,
Star,Cat       ,DOMSH     ,GreyWhite ,F,MOOLOOLAH VALLEY,2,
Lenny,D         ,DACHSHUNDM,Chocolate ,M,MOUNTAIN CREEK,8,
Luna,D         ,CAVOODLE  ,BrownRed  ,F,EUMUNDI,2,
Tabby,Cat       ,DOMSH     ,Tabby     ,M,CALOUNDRA,6,
Cleo,D         ,ROTTWEILR ,BlackTan  ,F,PEREGIAN SPRINGS,1,
Bonnie Boal,D         ,CHIHUAHUA ,Brown     ,F,BUDERIM,12,
coco,D         ,ROTTWEILR ,Black     ,F,CALOUNDRA WEST,5,
Buster,D         ,MALTESEX  ,WhiteCream,M,BARINGA,5,
Saartchi,D         ,LABRADOODL,Chocolate ,F,BIRTINYA,11,
Ash,D         ,KELPIEAUS ,Black     ,F,CURRIMUNDI,1,
Zoe,D         ,JACKRUSSL ,WhiteTan  ,F,PEACHESTER,1,
Oscar,D         ,PUG       ,Fawn      ,M,CURRIMUNDI,11,
Wolfgang,D         ,CATTLEDOGX,OrangeWhit,M,MONTVILLE,6,
Lilly,Cat       ,DOMMH     ,Black     ,F,MALENY,2,
Harry,D         ,JACKRUSSL ,WhiteBlakT,M,MAROOCHYDORE,3,
Frankie,D         ,DACHSHUNDM,BlackTan  ,F,LANDSBOROUGH,1,
Rizo,D         ,RETRIEVCC ,Brown     ,F,BUDERIM,10,
Knox,D         ,GERMNSHEP ,BlackTan  ,M,PARREARRA,1,
Maisie,D         ,BICHONFRSX,Caramel   ,F,WOOMBYE,1,
Bullet,D         ,COLLBORDR ,Merle     ,M,EUDLO,3,
Leo,D         ,MALTESEX  ,White     ,M,BIRTINYA,1,
Koda,D         ,TERRIERAU ,Red       ,M,YANDINA,3,
Buddy,D         ,MALTESE   ,White     ,M,MOUNTAIN CREEK,14,
Diva,D         ,LABRADOODL,RedTan    ,F,COOLUM BEACH,1,
Chilli,D         ,SHIHTZU   ,Caramel   ,M,CALOUNDRA WEST,1,
Bodhi,D         ,MALTESEX  ,WhiteGrey ,M,PALMWOODS,2,
Tilly,D         ,TERRIERTN ,WhiteBrown,F,NAMBOUR,1,
Zia,Cat       ,DOMMH     ,Black     ,F,WURTULLA,5,
Rosie,D         ,FOXTERRIE ,WhiteBlack,F,PELICAN WATERS,2,
Rebel,D         ,TERRIERSI ,BlackTan  ,M,LANDSBOROUGH,3,
Rue,D         ,CATTLEDOG ,Blue      ,F,TWIN WATERS,1,
Bandit,D         ,FINNISHLAP,BlackTan  ,M,GOLDEN BEACH,1,
Elsa,Cat       ,DOMSH     ,White     ,F,PEREGIAN SPRINGS,8,
Athea,D         ,BEAGLE    ,BlackBroWh,F,AROONA,6,
Pebbles,Cat       ,DOMSH     ,BlackBroWh,F,AROONA,5,
Maximus,D         ,STAFFRDAM ,Blue      ,M,PELICAN WATERS,1,
Georgie,Cat       ,DOMLH     ,WhiteGing ,M,BUDERIM,2,
Bonnie,D         ,CATTLEDOG ,Blue      ,F,TANAWHA,1,
Maple,D         ,COLLBORDRX,BlackWhite,F,BLI BLI,1,
Ollie,D         ,MALTESEX  ,TriColour ,M,MOUNTAIN CREEK,1,
Halo,D         ,CAVOODLE  ,Apricot   ,F,MOUNTAIN CREEK,1,
Franklin,D         ,VIZSLA    ,Rusty     ,M,WURTULLA,3,
Tara,D         ,LABRADOR  ,Yellow    ,F,PEREGIAN SPRINGS,11,
Izabelle,D         ,CORGIPEMB ,RedWhite  ,F,MALENY,1,
Snoop,D         ,COLLBORDR ,BlackWhite,M,CALOUNDRA,2,
Franki,D         ,DACHSHUNDM,BlackTan  ,M,WURTULLA,3,
Charlie,D         ,SCHNAUZMN ,Black     ,M,BUDERIM,1,
Louie,D         ,DACHSHUND ,Tan       ,M,KENILWORTH,2,
Stephen,D         ,STAFFRDBT ,Red       ,M,PALMVIEW,1,
Little Miss,D         ,CHIHUAHUA ,Cream     ,F,NORTH ARM,1,
Basil,D         ,SHIHTZU   ,BlackWhite,M,BUDERIM,1,
BRUCE,D         ,STAFFRDBT ,Blue      ,M,COOLUM BEACH,2,
Skippy,D         ,VIZSLA    ,Red       ,F,WARANA,8,
Bailee,D         ,MASTIFF   ,Brown     ,F,BUDERIM,1,
Gina,D         ,POODLE    ,Black     ,F,FOREST GLEN,5,
Sky,D         ,COLLBORDR ,Black     ,F,KUREELPA,6,
Bonnie,D         ,CATTLEDOG ,Blue      ,F,BEERWAH,1,
Sonny,D         ,POODLE    ,Black     ,M,BUDERIM,1,
Scout,D         ,DACHSHUND ,BlackTan  ,F,PEREGIAN SPRINGS,2,
Buddy,D         ,LABRADORX ,Black     ,M,BEERWAH,2,
Pudding,D         ,STAFFRDAMX,Tan       ,F,NORTH ARM,1,
Alfie,D         ,COLLBORDRX,BlackBroWh,M,MALENY,2,
Winston,D         ,BULLDOGFR ,Fawn      ,M,LITTLE MOUNTAIN,1,
Csarite Macfarlane,D         ,STAFFRDAM ,WhiteBrown,F,WOOMBYE,1,
Macy Elsbeth,D         ,COLLIEX   ,BlackWhite,F,BEERWAH,4,
Addie,D         ,ANATOLIANS,WhiteBrown,F,CALOUNDRA WEST,7,
Pipkin,D         ,JACKRUSSLX,WhiteTan  ,F,PEREGIAN SPRINGS,1,
Murphy,D         ,RETRIEVGD ,Gold      ,M,MOUNTAIN CREEK,3,
Shylah,D         ,GREYHOUND ,Black     ,F,BARINGA,9,
Fergus,D         ,COLLBORDRX,Black     ,M,MINYAMA,12,
Lucy,D         ,COLLBORDR ,Tan       ,F,MAROOCHYDORE,3,
Tane',D         ,BOXER     ,Red       ,M,LITTLE MOUNTAIN,1,
Vincent,D         ,PUG       ,Black     ,M,MOOLOOLABA,4,
Paddington,D         ,MALTESE   ,Cream     ,M,BIRTINYA,1,
Tilly,D         ,BULLARABX ,TanBlack  ,F,PALMVIEW,2,
Blue,Cat       ,DOMMH     ,Tabby     ,M,CALOUNDRA WEST,8,
Baxter,D         ,CAVOODLE  ,Caramel   ,M,WOOMBYE,1,
Bella,D         ,SPANIELCK ,Black     ,F,PELICAN WATERS,1,
Vincent,D         ,TERRIERAI ,BlackTan  ,M,PEREGIAN SPRINGS,1,
Gus,D         ,GERMNSHEP ,BlackTan  ,M,BEERBURRUM,2,
Gracie,D         ,POODLEMIN ,Black     ,F,WEST WOOMBYE,7,
Quinton,Cat       ,DOMSH     ,BlackWhite,M,BEERWAH,7,
Tilly,D         ,SPANIELCVX,Gold      ,F,MAROOCHYDORE,3,
Bella,D         ,TERRIERWT ,White     ,F,BOKARINA,4,
Chase,D         ,GERMNSHEPX,Tan       ,M,BEERWAH,2,
Skruffy Rose,D         ,MALTESEX  ,BeigeWhite,M,CALOUNDRA,1,
Bandit,D         ,MALTESE   ,WhiteBlack,M,NIRIMBA,1,
Pip,D         ,BULLDOGFR ,BrownWhite,F,MAROOCHYDORE,2,
Shadow,D         ,COLLBEARDX,TriColour ,M,BLI BLI,8,
Zac,D         ,LABRADOR  ,Chocolate ,M,DOONAN,3,
Byron,D         ,TERRIERAUX,BrownTan  ,M,KINGS BEACH,10,
Rosie,D         ,JACKRUSSL ,WhiteTan  ,F,VERRIERDALE,2,
Gracie,D         ,CHIHUAHUA ,BlackWhite,F,YANDINA,2,
Toby,D         ,BEAGLE    ,Black     ,M,MOUNTAIN CREEK,13,
Alfie,D         ,CATTLEDOGX,BlueRoan  ,M,CURRIMUNDI,5,
Roksta,D         ,TERRIERBS ,BlackWhite,M,WURTULLA,12,
KoKo,D         ,KELPIEAUSX,Black     ,F,BLI BLI,1,
Bear,D         ,BULLMASTF ,Chocolate ,M,MOUNTAIN CREEK,1,
Padme,D         ,CAVOODLE  ,Red       ,F,MOOLOOLABA,2,
Winston,D         ,CAVOODLE  ,Ruby      ,M,MAROOCHYDORE,2,
Snowflake,D         ,CHIHUAHUA ,White     ,F,MOUNTAIN CREEK,1,
Meisie Forbes,D         ,SHIHTZUX  ,BlackWhite,F,MERIDAN PLAINS,5,
Superman,D         ,STAFFRDBT ,Blue      ,M,YAROOMBA,8,
Sid,D         ,MIXED     ,TriColour ,M,YANDINA,1,
George,D         ,STAFFRDBT ,Brindle   ,M,BUDERIM,11,
Gilbert,D         ,CATTLEDOG ,BlackBlue ,M,MALENY,1,
Louie,D         ,CAVOODLE  ,BlackWhite,M,CURRIMUNDI,1,
Layla,D         ,RETRIEVGD ,Cream     ,F,BLI BLI,8,
Peach,D         ,CATTLEDOGX,BlackBrown,F,BEERWAH,2,
Sookie,Cat       ,RAGDOLL   ,GreyWhite ,M,WURTULLA,2,
Vinnie,D         ,COLLBORDR ,Chocolate ,F,COOLUM BEACH,2,
Bella,D         ,MALTESEX  ,Cream     ,F,WOOMBYE,8,
Greg,Cat       ,DOMSH     ,BlackWhite,M,CURRIMUNDI,1,
Mika,D         ,KELPIEAUS ,BlackBroWh,F,PEACHESTER,11,
Brigitte,D         ,PORTPEDENG,TanWhite  ,F,BUDERIM,7,
Ginnie,D         ,DACHSHUNDM,Chocolate ,F,NIRIMBA,1,
Breeze,D         ,LABRADOR  ,Brown     ,F,BIRTINYA,5,
Sally-Anne,D         ,CAVOODLE  ,Gold      ,F,BUDERIM,10,
Tilly,D         ,STAFFRDBT ,Blue      ,F,EUMUNDI,1,
Max,D         ,SPANIELCV ,Blenheim  ,M,BOKARINA,9,
Chilli,D         ,GREYHNDIT ,Blue      ,M,PELICAN WATERS,9,
Billy,D         ,JACKRUSSL ,BlackBroWh,M,BUDERIM,3,
Louis,D         ,MALTESEX  ,Beige     ,M,DOONAN,2,
Scout,D         ,KELPIEAUSX,TanWhite  ,F,BUDERIM,1,
Charlie,D         ,SPANIELCV ,Blenheim  ,M,NIRIMBA,1,
Molly Hungerford,D         ,ROTTWEILR ,BlackTan  ,F,MALENY,8,
Boston,D         ,SPOODLE   ,Cream     ,M,SIPPY DOWNS,1,
Bentley,D         ,COLLBORDR ,BlackWhite,M,NIRIMBA,3,
OZZY,D         ,WHITESWISS,White     ,M,WURTULLA,1,
Mallee,D         ,JACKRUSSL ,White     ,M,LANDSBOROUGH,4,
Molly,D         ,MALTESEX  ,White     ,F,WARANA,2,
Rocket,D         ,TERRIERYK ,TriColour ,M,BUDERIM,1,
Enzo,D         ,SHIHTZU   ,Black     ,M,ALEXANDRA HEADLAND,1,
HOPPER,D         ,POMERANIA ,WhiteFawn ,M,WURTULLA,1,
Woof,D         ,FOXTERRIE ,BlackWhite,M,MOOLOOLAH VALLEY,1,
Dusty,D         ,COBBERDOG ,Chocolate ,M,CURRIMUNDI,2,
Murphy,D         ,SPOODLE   ,Red       ,M,BLI BLI,5,
Arthur,D         ,CATTLEDOG ,Red       ,M,PEACHESTER,1,
David,D         ,TERRIERBR ,BlackBrown,M,GOLDEN BEACH,2,
Bluey,Cat       ,DOMSH     ,Grey      ,M,BLI BLI,2,
Zac,D         ,LABRADORX ,Gold      ,M,BUDERIM,2,
Maverick,D         ,POINTRGSHX,BlackWhite,M,AROONA,3,
Malibu,D         ,HUSKY     ,TanWhite  ,F,BUDERIM,1,
Toffi,D         ,MOODLE    ,Brown     ,F,MALENY,1,
Nymeria,D         ,COLLBORDRX,Black     ,F,BLI BLI,1,
Bella,Cat       ,DOMSH     ,BlackWhite,F,BUDERIM,6,
Charlie,D         ,CAVOODLE  ,Ruby      ,F,BUDERIM,1,
Falco,D         ,SCHNAUZMN ,Grey      ,M,PEREGIAN BEACH,11,
Luna,D         ,VIZSLA    ,Red       ,F,BUDDINA,3,
Bonnie,D         ,CAVOODLE  ,BrownWhite,F,BUDERIM,1,
Ollie,D         ,BULLTERR  ,Black     ,M,CURRIMUNDI,14,
Randy,D         ,JACKRUSSL ,BrownWhite,M,BARINGA,2,
Ottie,D         ,BULLDOGFR ,Fawn      ,F,VALDORA,1,
Mackenzie,D         ,GERMNSHEP ,BlackTan  ,F,BLI BLI,3,
Gidget,D         ,HAVANESE  ,Sable     ,F,PELICAN WATERS,1,
Abby,D         ,CHIHUAHUA ,Tan       ,F,YANDINA,6,
Incencio,D         ,GERMNSHEP ,White     ,M,BURNSIDE,2,
Hugo,D         ,LABRADOODL,Beige     ,M,BARINGA,1,
Luna,D         ,RETRIEVGDX,Gold      ,F,BLI BLI,1,
Roo,D         ,DACHSHUNDM,Red       ,F,PALMVIEW,3,
Mac,D         ,BULLARABX ,BrownBlack,M,MAROOCHYDORE,2,
Lulu,Cat       ,DOMMH     ,BlackWhite,F,SIPPY DOWNS,1,
Monty,D         ,CAVOODLE  ,Brown     ,M,MOUNTAIN CREEK,1,
Ruby,D         ,CAVOODLE  ,RedBrown  ,F,DOONAN,5,
Blue,D         ,CAVOODLE  ,Red       ,M,MAROOCHYDORE,1,
Bazza,D         ,BULLARABX ,WhiteBrind,M,GLASS HOUSE MOUNTAINS,1,
Tofu,Cat       ,DOMSH     ,GreyWhite ,F,MAROOCHYDORE,1,
Rayner,D         ,CATDOGSTP ,BlueBlack ,F,BLI BLI,3,
Daisy,D         ,COLLBORDR ,BlackWhite,F,BURNSIDE,2,
Allie Woods,D         ,SPOODLE   ,Red       ,F,MOUNTAIN CREEK,2,
Tracey,D         ,GREYHOUND ,Black     ,F,MAROOCHYDORE,5,
Millie,D         ,SPANIELCV ,TanWhite  ,F,BARINGA,8,
Maple,D         ,SPANIELCK ,BrownWhite,F,BLI BLI,1,
Bear,D         ,POODLE    ,Black     ,M,BUDERIM,1,
Bella,D         ,BOXERX    ,White     ,F,OBI OBI,2,
Winston,D         ,TERRIERAU ,Red       ,M,COOLUM BEACH,10,
Ralph Egan,D         ,TERRIERBS ,BlackWhite,M,MAROOCHY RIVER,1,
Herbie,D         ,GROODLE   ,Gold      ,M,MOOLOOLABA,10,
Huxley,Cat       ,DOMMH     ,WhiteGrey ,M,YAROOMBA,3,
Bella,D         ,COLLBORDR ,Apricot   ,F,MOUNT COOLUM,1,
Winston,D         ,DACHSHLHM ,Merle     ,M,CALOUNDRA WEST,1,
Bear,D         ,COLLBORDR ,Black     ,M,MOUNTAIN CREEK,2,
Valiant,D         ,GERMNSHEP ,Black     ,M,BEERWAH,1,
Tessa,D         ,GREATDANEX,Black     ,F,NORTH ARM,4,
Erebus,Cat       ,DOMSH     ,Black     ,M,GLASS HOUSE MOUNTAINS,2,
Red,D         ,DACHSHUNDM,Tan       ,F,,1,
Clancy,D         ,AUST. SHEP,Red       ,M,PEREGIAN SPRINGS,3,
Mable,D         ,SPANIELCK ,Caramel   ,F,WOOMBYE,2,
Leo,D         ,DACHSHUNDM,CreamBrown,M,MOOLOOLABA,1,
Zali,D         ,SCHNAUZMN ,SaltPepper,F,MAROOCHYDORE,3,
Patchi,D         ,MALTESE   ,White     ,F,MOUNTAIN CREEK,7,
